data,hospitais_relataram_estado_critico,hospitais_relataram_estado_nao_critico,hospitais_previram_estado_critico,hospitais_previram_estado_nao_critico,admissoes_adultos_covid_confirmado,pacientes_uti_adultos_covid_confirmado,internacoes_pediatricas_covid_confirmado,total_leitos_uti_adultos,mortes_covid,total_testes_acumulado,testes_diarios,media_movel_testes_diarios,taxa_positividade_curto_prazo,testes_por_caso_curto_prazo
2021-02-22,757,4360,928,4187,5632.0,13671.0,657.0,5695,955.0,338644377.0,1046296.0,1187504.0,0.053,18.9
2021-02-23,759,4323,922,4249,6657.0,13354.0,673.0,5693,907.0,340296482.0,1652105.0,1243827.0,0.051,19.6
2021-02-24,779,5023,933,4865,6469.0,12891.0,693.0,6202,918.0,341994565.0,1698083.0,1275183.0,0.05,20.0
2021-02-25,754,4929,922,4759,6127.0,12464.0,670.0,6201,898.0,343614071.0,1619506.0,1303511.0,0.049,20.4
2021-02-26,755,4834,941,4735,5637.0,12165.0,647.0,6202,826.0,345098603.0,1484532.0,1321221.0,0.049,20.4
2021-02-27,734,4947,928,4750,5456.0,11716.0,642.0,6202,752.0,346177659.0,1079056.0,1323645.0,0.048,20.8
2021-02-28,733,4851,917,4755,4868.0,11552.0,603.0,6199,772.0,346814036.0,636377.0,1316565.0,0.047,21.3
2021-03-01,709,4403,893,4217,4534.0,11362.0,572.0,5629,735.0,347815226.0,1001190.0,1310121.0,0.046,21.7
2021-03-02,695,4322,880,4227,5319.0,11040.0,562.0,5630,671.0,349434999.0,1619773.0,1305502.0,0.045,22.2
2021-03-03,710,5029,905,4835,5284.0,10744.0,606.0,6139,704.0,351182118.0,1747119.0,1312508.0,0.044,22.7
2021-03-04,726,4863,915,4764,5284.0,10556.0,603.0,6204,682.0,352743854.0,1561736.0,1304255.0,0.043,23.3
2021-03-05,726,4964,906,4783,5203.0,10323.0,614.0,6204,673.0,354182916.0,1439062.0,1297759.0,0.042,23.8
2021-03-06,702,4976,883,4795,4949.0,10029.0,618.0,6202,564.0,355252800.0,1069884.0,1296449.0,0.042,23.8
2021-03-07,716,4962,886,4790,4242.0,9848.0,588.0,6201,570.0,355865197.0,612397.0,1293023.0,0.042,23.8
2021-03-08,709,4471,865,4313,4229.0,9790.0,522.0,5699,624.0,356848709.0,983512.0,1290498.0,0.042,23.8
2021-03-09,700,4384,860,4314,4989.0,9612.0,519.0,5692,635.0,358396907.0,1548198.0,1280273.0,0.041,24.4
2021-03-10,733,5081,881,4929,5060.0,9455.0,526.0,6205,607.0,360020854.0,1623947.0,1262677.0,0.041,24.4
2021-03-11,699,4982,850,4828,4839.0,9242.0,527.0,6206,567.0,361528294.0,1507440.0,1254920.0,0.041,24.4
2021-03-12,696,4982,858,4819,5113.0,9120.0,526.0,6206,567.0,362933386.0,1405092.0,1250067.0,0.042,23.8
2021-03-13,691,4892,850,4822,4621.0,8907.0,492.0,6205,495.0,363961791.0,1028405.0,1244142.0,0.042,23.8
2021-03-14,690,4888,851,4813,4023.0,8775.0,515.0,6203,475.0,364542682.0,580891.0,1239641.0,0.042,23.8
2021-03-15,684,4480,836,4326,4104.0,8787.0,478.0,5689,461.0,365497130.0,954448.0,1235489.0,0.042,23.8
2021-03-16,683,4467,837,4313,4895.0,8736.0,501.0,5684,505.0,367002248.0,1505118.0,1229334.0,0.043,23.3
2021-03-17,709,5091,877,4919,4830.0,8682.0,508.0,6200,486.0,368625890.0,1623642.0,1229291.0,0.043,23.3
2021-03-18,702,4972,859,4812,4817.0,8521.0,511.0,6204,541.0,370106134.0,1480244.0,1225406.0,0.044,22.7
2021-03-19,707,4969,852,4822,4797.0,8422.0,523.0,6204,560.0,371455389.0,1349255.0,1217429.0,0.044,22.7
2021-03-20,682,4990,833,4837,4787.0,8241.0,499.0,6204,487.0,372447118.0,991729.0,1212190.0,0.044,22.7
2021-03-21,688,4982,827,4841,4024.0,8127.0,511.0,6202,482.0,373062615.0,615497.0,1217133.0,0.044,22.7
2021-03-22,669,4491,801,4358,4130.0,8347.0,494.0,5693,528.0,374042100.0,979485.0,1220710.0,0.044,22.7
2021-03-23,644,4355,781,4306,5175.0,8379.0,489.0,5691,455.0,375578047.0,1535947.0,1225114.0,0.045,22.2
2021-03-24,670,5068,806,4930,5076.0,8488.0,501.0,6201,473.0,377241528.0,1663481.0,1230805.0,0.046,21.7
2021-03-25,655,4890,795,4839,5168.0,8338.0,495.0,6203,502.0,378694274.0,1452746.0,1226877.0,0.047,21.3
2021-03-26,651,4893,786,4847,5067.0,8329.0,508.0,6202,555.0,380073110.0,1378836.0,1231103.0,0.048,20.8
2021-03-27,647,4893,772,4855,4959.0,8201.0,506.0,6200,430.0,381074151.0,1001041.0,1232433.0,0.049,20.4
2021-03-28,647,4895,784,4847,4563.0,8359.0,481.0,6200,387.0,381698770.0,624619.0,1233736.0,0.05,20.0
2021-03-29,639,4401,778,4349,4426.0,8439.0,470.0,5683,447.0,382711068.0,1012298.0,1238424.0,0.051,19.6
2021-03-30,638,4390,766,4348,5346.0,8572.0,503.0,5676,435.0,384247812.0,1536744.0,1238538.0,0.052,19.2
2021-03-31,677,5090,818,4947,5162.0,8502.0,535.0,6200,397.0,385833592.0,1585780.0,1227438.0,0.053,18.9
2021-04-01,651,4909,785,4862,5266.0,8470.0,508.0,6202,495.0,387280880.0,1447288.0,1226658.0,0.053,18.9
2021-04-02,671,4901,804,4856,5244.0,8466.0,535.0,6202,476.0,388628779.0,1347899.0,1222238.0,0.053,18.9
2021-04-03,655,4905,787,4859,5201.0,8541.0,536.0,6201,403.0,389601307.0,972528.0,1218165.0,0.054,18.5
2021-04-04,662,4889,790,4849,4705.0,8606.0,523.0,6198,404.0,390166528.0,565221.0,1209680.0,0.054,18.5
2021-04-05,644,4484,775,4440,4780.0,8849.0,482.0,5770,375.0,391118264.0,951736.0,1201028.0,0.054,18.5
2021-04-06,638,4487,761,4452,5946.0,9012.0,511.0,5767,480.0,392674127.0,1555863.0,1203759.0,0.054,18.5
2021-04-07,677,5002,796,4968,5710.0,9024.0,531.0,6196,448.0,394344525.0,1670398.0,1215848.0,0.055,18.2
2021-04-08,657,4890,797,4839,5636.0,9194.0,537.0,6201,595.0,395863909.0,1519384.0,1226147.0,0.055,18.2
2021-04-09,682,4862,803,4829,5671.0,9145.0,519.0,6201,420.0,397317733.0,1453824.0,1241279.0,0.055,18.2
2021-04-10,668,4877,802,4832,5506.0,9130.0,534.0,6200,474.0,398330367.0,1012634.0,1247009.0,0.055,18.2
2021-04-11,662,4879,801,4829,5123.0,9245.0,529.0,6199,442.0,398976042.0,645675.0,1258502.0,0.055,18.2
2021-04-12,656,4405,777,4371,5019.0,9452.0,526.0,5701,486.0,400033232.0,1057190.0,1273567.0,0.055,18.2
2021-04-13,657,4367,778,4334,5826.0,9536.0,542.0,5685,498.0,401647674.0,1614442.0,1281935.0,0.055,18.2
2021-04-14,685,5001,800,4971,5684.0,9581.0,580.0,6202,534.0,403324959.0,1677285.0,1282919.0,0.054,18.5
2021-04-15,672,4884,802,4843,5666.0,9476.0,546.0,6205,509.0,404810976.0,1486017.0,1278152.0,0.054,18.5
2021-04-16,671,4875,799,4835,5855.0,9530.0,574.0,6205,517.0,406268294.0,1457318.0,1278652.0,0.054,18.5
2021-04-17,651,4889,801,4825,5761.0,9551.0,586.0,6204,390.0,407277303.0,1009009.0,1278134.0,0.053,18.9
2021-04-18,646,4891,789,4835,5135.0,9632.0,572.0,6202,458.0,407890536.0,613233.0,1273499.0,0.052,19.2
2021-04-19,645,4377,770,4338,4995.0,9828.0,572.0,5676,499.0,408911233.0,1020697.0,1268286.0,0.052,19.2
2021-04-20,647,4372,775,4332,5711.0,9918.0,568.0,5672,537.0,410482808.0,1571575.0,1262162.0,0.051,19.6
2021-04-21,687,5002,819,4957,5525.0,9916.0,568.0,6199,527.0,412138819.0,1656011.0,1259123.0,0.05,20.0
2021-04-22,660,4893,800,4840,5339.0,9842.0,561.0,6201,508.0,413637377.0,1498558.0,1260914.0,0.049,20.4
2021-04-23,670,4888,796,4848,5168.0,9705.0,563.0,6202,571.0,415049563.0,1412186.0,1254467.0,0.048,20.8
2021-04-24,654,4887,796,4834,4980.0,9572.0,544.0,6201,459.0,416045235.0,995672.0,1252562.0,0.047,21.3
2021-04-25,641,4899,790,4839,4470.0,9546.0,547.0,6201,420.0,416636004.0,590769.0,1249353.0,0.046,21.7
2021-04-26,656,4366,780,4330,4400.0,9759.0,529.0,5676,521.0,417635615.0,999611.0,1246340.0,0.046,21.7
2021-04-27,640,4377,778,4328,5209.0,9665.0,540.0,5681,449.0,419210931.0,1575316.0,1246875.0,0.045,22.2
2021-04-28,664,5006,811,4943,4935.0,9535.0,593.0,6207,460.0,420792537.0,1581606.0,1236245.0,0.044,22.7
2021-04-29,659,4882,799,4830,4892.0,9371.0,564.0,6210,461.0,422214867.0,1422330.0,1225356.0,0.043,23.3
2021-04-30,656,4894,797,4840,4959.0,9242.0,566.0,6212,437.0,423531287.0,1316420.0,1211675.0,0.043,23.3
2021-05-01,654,4895,792,4843,4453.0,9105.0,527.0,6211,384.0,424436560.0,905273.0,1198761.0,0.043,23.3
2021-05-02,643,4900,793,4837,4002.0,9075.0,518.0,6209,407.0,424959580.0,523020.0,1189082.0,0.042,23.8
2021-05-03,643,4371,771,4330,4190.0,9209.0,509.0,5682,407.0,425857470.0,897890.0,1174551.0,0.042,23.8
2021-05-04,650,4382,776,4341,4706.0,9180.0,515.0,5684,426.0,427281297.0,1423827.0,1152909.0,0.041,24.4
2021-05-05,677,5009,811,4959,4460.0,8951.0,554.0,6209,388.0,428813494.0,1532197.0,1145851.0,0.04,25.0
2021-05-06,667,4838,811,4780,4294.0,8833.0,530.0,6211,392.0,430124989.0,1311495.0,1130017.0,0.039,25.6
2021-05-07,651,4855,792,4801,4295.0,8646.0,503.0,6212,400.0,431304249.0,1179260.0,1110423.0,0.038,26.3
2021-05-08,646,4851,783,4801,4082.0,8468.0,524.0,6208,429.0,432157712.0,853463.0,1103022.0,0.037,27.0
2021-05-09,659,4853,793,4807,3412.0,8359.0,521.0,6203,392.0,432642983.0,485271.0,1097629.0,0.036,27.8
2021-05-10,628,4364,757,4322,3495.0,8341.0,491.0,5668,379.0,433503786.0,860803.0,1092331.0,0.035,28.6
2021-05-11,608,4385,745,4331,3998.0,8298.0,482.0,5660,408.0,434840876.0,1337090.0,1079940.0,0.035,28.6
2021-05-12,678,4976,805,4933,3861.0,8114.0,525.0,6192,362.0,436186659.0,1345783.0,1053309.0,0.034,29.4
2021-05-13,660,4865,793,4820,3674.0,7917.0,477.0,6197,399.0,437383019.0,1196360.0,1036861.0,0.033,30.3
2021-05-14,656,4872,782,4835,3676.0,7628.0,457.0,6198,346.0,438470356.0,1087337.0,1023730.0,0.032,31.2
2021-05-15,660,4868,785,4831,3434.0,7409.0,453.0,6196,382.0,439259062.0,788706.0,1014479.0,0.031,32.3
2021-05-16,652,4874,788,4824,2945.0,7270.0,457.0,6197,339.0,439713638.0,454576.0,1010094.0,0.031,32.3
2021-05-17,643,4363,769,4325,2951.0,7299.0,418.0,5669,341.0,440512557.0,798919.0,1001253.0,0.03,33.3
2021-05-18,645,4357,763,4326,3481.0,7163.0,457.0,5667,386.0,441727952.0,1215395.0,983868.0,0.03,33.3
2021-05-19,671,4983,809,4931,3462.0,7056.0,493.0,6197,361.0,442909268.0,1181316.0,960373.0,0.029,34.5
2021-05-20,646,4880,796,4815,3169.0,6841.0,451.0,6201,346.0,443918689.0,1009421.0,933667.0,0.029,34.5
2021-05-21,651,4887,799,4826,3211.0,6664.0,455.0,6202,353.0,444905422.0,986733.0,919295.0,0.028,35.7
2021-05-22,642,4883,793,4819,3138.0,6472.0,431.0,6202,308.0,445615592.0,710170.0,908076.0,0.027,37.0
2021-05-23,634,4883,786,4818,2766.0,6412.0,430.0,6200,305.0,446024742.0,409150.0,901586.0,0.027,37.0
2021-05-24,615,4410,767,4345,2750.0,6419.0,389.0,5674,278.0,446737903.0,713161.0,889335.0,0.027,37.0
2021-05-25,616,4398,773,4325,3130.0,6311.0,424.0,5667,290.0,447812655.0,1074752.0,869243.0,0.026,38.5
2021-05-26,635,5015,799,4933,2965.0,6138.0,432.0,6191,310.0,448864420.0,1051765.0,850736.0,0.025,40.0
2021-05-27,642,4898,806,4820,2950.0,6000.0,432.0,6193,325.0,449792963.0,928543.0,839182.0,0.025,40.0
2021-05-28,647,4886,800,4822,2758.0,5778.0,443.0,6192,274.0,450632498.0,839535.0,818154.0,0.024,41.7
2021-05-29,628,4901,781,4836,2522.0,5606.0,398.0,6193,263.0,451212520.0,580022.0,799561.0,0.024,41.7
2021-05-30,634,4893,788,4827,2229.0,5525.0,395.0,6193,288.0,451572853.0,360333.0,792587.0,0.023,43.5
2021-05-31,598,4412,750,4346,2144.0,5542.0,374.0,5668,259.0,451889304.0,316451.0,735914.0,0.023,43.5
2021-06-01,602,4407,758,4339,2220.0,5489.0,367.0,5664,256.0,452599084.0,709780.0,683776.0,0.023,43.5
2021-06-02,651,5010,795,4954,2573.0,5322.0,363.0,6201,345.0,453709602.0,1110518.0,692169.0,0.022,45.5
2021-06-03,621,4930,780,4859,2403.0,5175.0,359.0,6202,251.0,454699160.0,989558.0,700885.0,0.021,47.6
2021-06-04,614,4932,775,4859,2362.0,4995.0,328.0,6205,230.0,455569323.0,870163.0,705261.0,0.02,50.0
2021-06-05,607,4921,766,4850,2186.0,4768.0,333.0,6202,235.0,456186392.0,617069.0,710553.0,0.02,50.0
2021-06-06,608,4914,767,4843,1896.0,4677.0,331.0,6202,211.0,456555294.0,368902.0,711777.0,0.019,52.6
2021-06-07,594,4418,746,4352,1871.0,4685.0,298.0,5671,212.0,457200153.0,644859.0,758693.0,0.019,52.6
2021-06-08,606,4410,752,4351,2264.0,4608.0,315.0,5669,225.0,458086307.0,886154.0,783889.0,0.018,55.6
2021-06-09,626,5033,781,4960,2161.0,4478.0,320.0,6200,226.0,458954154.0,867847.0,749222.0,0.018,55.6
2021-06-10,612,4936,779,4856,2151.0,4383.0,333.0,6206,250.0,459739199.0,785045.0,720006.0,0.018,55.6
2021-06-11,599,4943,762,4869,2180.0,4300.0,305.0,6207,237.0,460503784.0,764585.0,704923.0,0.018,55.6
2021-06-12,598,4937,760,4864,1964.0,4186.0,290.0,6208,187.0,461061377.0,557593.0,696426.0,0.018,55.6
2021-06-13,602,4925,759,4856,1790.0,4049.0,343.0,6205,236.0,461407012.0,345635.0,693103.0,0.018,55.6
2021-06-14,589,4419,740,4355,1755.0,4068.0,304.0,5663,183.0,462005017.0,598005.0,686409.0,0.017,58.8
2021-06-15,591,4284,704,4261,1955.0,3939.0,311.0,5660,180.0,462837195.0,832178.0,678698.0,0.017,58.8
2021-06-16,614,4900,726,4873,1987.0,3879.0,333.0,6173,196.0,463630486.0,793291.0,668047.0,0.017,58.8
2021-06-17,606,4791,722,4759,1901.0,3806.0,284.0,6176,188.0,464355874.0,725388.0,659525.0,0.017,58.8
2021-06-18,622,4727,731,4705,1927.0,3739.0,296.0,6172,194.0,465049873.0,693999.0,649441.0,0.018,55.6
2021-06-19,600,4738,713,4711,1779.0,3673.0,302.0,6174,181.0,465546860.0,496987.0,640783.0,0.018,55.6
2021-06-20,608,4733,710,4720,1582.0,3663.0,359.0,6174,156.0,465880302.0,333442.0,639041.0,0.018,55.6
2021-06-21,597,4207,702,4187,1617.0,3708.0,282.0,5621,183.0,466451348.0,571046.0,635190.0,0.018,55.6
2021-06-22,589,4231,701,4205,1975.0,3744.0,309.0,5640,205.0,467234054.0,782706.0,628123.0,0.019,52.6
2021-06-23,634,4872,747,4844,1901.0,3700.0,317.0,6189,180.0,467998695.0,764641.0,624030.0,0.019,52.6
2021-06-24,621,4785,740,4752,1905.0,3636.0,294.0,6199,176.0,468693550.0,694855.0,619668.0,0.019,52.6
2021-06-25,637,4769,743,4749,1844.0,3617.0,314.0,6201,197.0,469367126.0,673576.0,616750.0,0.02,50.0
2021-06-26,607,4777,721,4749,1893.0,3562.0,315.0,6201,189.0,469859893.0,492767.0,616148.0,0.02,50.0
2021-06-27,600,4781,723,4743,1746.0,3525.0,301.0,6201,160.0,470198920.0,339027.0,616945.0,0.021,47.6
2021-06-28,580,4190,691,4167,1775.0,3617.0,274.0,5558,440.0,470751725.0,552805.0,614340.0,0.021,47.6
2021-06-29,580,4181,700,4149,2053.0,3676.0,276.0,5545,162.0,471449516.0,697791.0,602209.0,0.022,45.5
2021-06-30,625,4891,732,4871,2101.0,3673.0,268.0,6193,174.0,472127797.0,678281.0,589872.0,0.024,41.7
2021-07-01,614,4790,726,4763,2039.0,3614.0,259.0,6201,186.0,472770434.0,642637.0,582412.0,0.025,40.0
2021-07-02,616,4776,736,4741,2294.0,4027.0,300.0,6204,201.0,473370500.0,600066.0,571911.0,0.026,38.5
2021-07-03,608,4774,725,4742,2068.0,3753.0,259.0,6203,184.0,473817385.0,446885.0,565356.0,0.027,37.0
2021-07-04,591,4785,708,4753,1875.0,3777.0,257.0,6200,187.0,474077775.0,260390.0,554122.0,0.028,35.7
2021-07-05,567,4186,672,4169,1952.0,3883.0,248.0,5554,188.0,474384919.0,307144.0,519028.0,0.029,34.5
2021-07-06,568,4196,683,4167,2266.0,3980.0,273.0,5546,187.0,474976758.0,591839.0,503892.0,0.031,32.3
2021-07-07,622,4912,735,4884,2590.0,4132.0,310.0,6201,183.0,475755164.0,778406.0,518195.0,0.033,30.3
2021-07-08,614,4789,717,4772,2638.0,4297.0,310.0,6202,188.0,476480662.0,725498.0,530033.0,0.035,28.6
2021-07-09,627,4760,725,4748,2717.0,4369.0,305.0,6202,178.0,477146370.0,665708.0,539410.0,0.037,27.0
2021-07-10,615,4774,723,4753,2737.0,4442.0,294.0,6203,201.0,477634536.0,488166.0,545307.0,0.039,25.6
2021-07-11,606,4776,710,4760,2546.0,4637.0,291.0,6204,173.0,477976699.0,342163.0,556989.0,0.041,24.4
2021-07-12,591,4163,699,4141,2743.0,4883.0,283.0,5542,211.0,478565158.0,588459.0,597177.0,0.043,23.3
2021-07-13,606,4150,715,4126,3264.0,5072.0,307.0,5540,220.0,479304592.0,739434.0,618262.0,0.045,22.2
2021-07-14,628,4901,743,4872,3203.0,5255.0,312.0,6202,224.0,480064458.0,759866.0,615613.0,0.048,20.8
2021-07-15,626,4775,739,4749,3428.0,5474.0,333.0,6198,220.0,480833112.0,768654.0,621779.0,0.051,19.6
2021-07-16,639,4758,745,4739,3642.0,5785.0,346.0,6198,225.0,481558526.0,725414.0,630308.0,0.054,18.5
2021-07-17,613,4757,705,4752,3695.0,5994.0,368.0,6194,246.0,482085051.0,526525.0,635788.0,0.056,17.9
2021-07-18,604,4774,712,4753,3511.0,6272.0,371.0,6194,256.0,482482064.0,397013.0,643624.0,0.058,17.2
2021-07-19,616,4132,709,4127,3876.0,6717.0,391.0,5531,236.0,483141497.0,659433.0,653763.0,0.061,16.4
2021-07-20,614,4127,720,4108,4624.0,7115.0,424.0,5530,230.0,484042874.0,901377.0,676897.0,0.064,15.6
2021-07-21,659,4842,771,4820,4637.0,7408.0,465.0,6198,272.0,484971370.0,928496.0,700987.0,0.068,14.7
2021-07-22,652,4739,768,4710,5151.0,7687.0,488.0,6201,287.0,485888082.0,916712.0,722139.0,0.071,14.1
2021-07-23,661,4688,779,4657,5241.0,8097.0,521.0,6203,279.0,486769767.0,881685.0,744463.0,0.074,13.5
2021-07-24,640,4753,752,4730,5452.0,8419.0,547.0,6203,350.0,487423941.0,654174.0,762699.0,0.077,13.0
2021-07-25,664,4722,773,4703,5230.0,8867.0,545.0,6201,329.0,487916020.0,492079.0,776279.0,0.079,12.7
2021-07-26,675,4174,783,4155,5699.0,9448.0,551.0,5659,330.0,488701282.0,785262.0,794255.0,0.083,12.0
2021-07-27,570,3872,669,3862,6673.0,9994.0,598.0,5655,384.0,489737037.0,1035755.0,813452.0,0.086,11.6
2021-07-28,620,4476,714,4467,6889.0,10376.0,664.0,6199,406.0,490844783.0,1107746.0,839059.0,0.09,11.1
2021-07-29,625,4312,714,4312,7040.0,10919.0,704.0,6203,382.0,491955588.0,1110805.0,866787.0,0.093,10.8
2021-07-30,642,4265,711,4285,7796.0,11463.0,742.0,6203,439.0,493004766.0,1049178.0,890714.0,0.096,10.4
2021-07-31,609,4303,683,4317,7821.0,12109.0,790.0,6203,447.0,493770899.0,766133.0,906708.0,0.098,10.2
2021-08-01,606,4311,686,4367,7212.0,12698.0,774.0,6202,482.0,494339348.0,568449.0,917618.0,0.1,10.0
2021-08-02,612,3871,690,3882,7694.0,13481.0,800.0,5655,522.0,495306801.0,967453.0,943646.0,0.101,9.9
2021-08-03,633,3843,721,3843,9193.0,14052.0,812.0,5651,553.0,496573353.0,1266552.0,976617.0,0.102,9.8
2021-08-04,670,4436,760,4434,9268.0,14632.0,894.0,6204,579.0,497896042.0,1322689.0,1007323.0,0.103,9.7
2021-08-05,656,4340,755,4329,9576.0,15193.0,983.0,6212,614.0,499278376.0,1382334.0,1046113.0,0.103,9.7
2021-08-06,678,4308,760,4314,9955.0,15732.0,1015.0,6213,641.0,500616345.0,1337969.0,1087368.0,0.103,9.7
2021-08-07,655,4330,736,4337,9972.0,16164.0,1018.0,6212,747.0,501622621.0,1006276.0,1121675.0,0.103,9.7
2021-08-08,686,4371,742,4318,9579.0,16784.0,1043.0,6212,707.0,502338707.0,716086.0,1142766.0,0.103,9.7
2021-08-09,693,3829,770,3840,9854.0,17707.0,1081.0,5667,795.0,503472730.0,1134023.0,1166561.0,0.104,9.6
2021-08-10,713,3892,784,3820,11258.0,18264.0,1123.0,5658,835.0,504912801.0,1440071.0,1191350.0,0.105,9.5
2021-08-11,764,4409,842,4325,11389.0,19013.0,1210.0,6209,890.0,506445720.0,1532919.0,1221383.0,0.105,9.5
2021-08-12,734,4259,832,4248,11654.0,19537.0,1280.0,6206,945.0,507979147.0,1533427.0,1242967.0,0.106,9.4
2021-08-13,742,4251,845,4236,11704.0,20076.0,1260.0,6209,939.0,509510115.0,1530968.0,1270539.0,0.105,9.5
2021-08-14,707,4279,803,4269,11488.0,20401.0,1213.0,6207,1035.0,510639377.0,1129262.0,1288108.0,0.105,9.5
2021-08-15,718,4272,814,4261,10447.0,21077.0,1212.0,6209,997.0,511434865.0,795488.0,1299451.0,0.105,9.5
2021-08-16,740,3773,817,3782,10885.0,21673.0,1233.0,5654,1027.0,512716638.0,1281773.0,1320558.0,0.105,9.5
2021-08-17,747,3755,826,3761,12494.0,22303.0,1279.0,5661,1130.0,514325381.0,1608743.0,1344654.0,0.104,9.6
2021-08-18,815,4341,895,4256,12524.0,22693.0,1395.0,6207,1179.0,516031902.0,1706521.0,1369455.0,0.104,9.6
2021-08-19,807,4261,878,4185,12480.0,23034.0,1405.0,6209,1228.0,517685413.0,1653511.0,1386609.0,0.103,9.7
2021-08-20,827,4245,903,4164,12350.0,23399.0,1397.0,6211,1250.0,519231584.0,1546171.0,1388781.0,0.103,9.7
2021-08-21,781,4202,881,4186,12139.0,23653.0,1350.0,6211,1240.0,520409028.0,1177444.0,1395664.0,0.104,9.6
2021-08-22,793,4254,865,4181,11389.0,24082.0,1406.0,6208,1274.0,521249343.0,840315.0,1402068.0,0.104,9.6
2021-08-23,835,3717,899,3648,11345.0,24559.0,1416.0,5663,1279.0,522572368.0,1323025.0,1407961.0,0.104,9.6
2021-08-24,843,3703,913,3630,12752.0,25053.0,1450.0,5659,1346.0,524385329.0,1812961.0,1437135.0,0.103,9.7
2021-08-25,897,4265,972,4186,12394.0,25062.0,1506.0,6209,1415.0,526342166.0,1956837.0,1472895.0,0.103,9.7
2021-08-26,905,4166,993,4075,12699.0,25249.0,1508.0,6211,1367.0,528306620.0,1964454.0,1517315.0,0.102,9.8
2021-08-27,916,4141,985,4069,12452.0,25365.0,1498.0,6212,1423.0,530202089.0,1895469.0,1567215.0,0.101,9.9
2021-08-28,902,4175,961,4113,11954.0,25435.0,1512.0,6213,1436.0,531640705.0,1438616.0,1604525.0,0.099,10.1
2021-08-29,904,4166,956,4110,10926.0,25781.0,1533.0,6210,1369.0,532625774.0,985069.0,1625204.0,0.098,10.2
2021-08-30,915,3674,977,3608,11080.0,25919.0,1491.0,5653,1431.0,534085311.0,1459537.0,1644706.0,0.097,10.3
2021-08-31,903,3684,990,3595,12600.0,25904.0,1534.0,5653,1496.0,536060187.0,1974876.0,1667837.0,0.097,10.3
2021-09-01,948,4227,1023,4148,12682.0,25963.0,1648.0,6206,1547.0,538101058.0,2040871.0,1679842.0,0.095,10.5
2021-09-02,943,4155,1023,4072,12452.0,26045.0,1638.0,6210,1581.0,540073721.0,1972663.0,1681014.0,0.094,10.6
2021-09-03,956,4131,1029,4052,11719.0,25961.0,1623.0,6212,1494.0,541944254.0,1870533.0,1677452.0,0.094,10.6
2021-09-04,927,4136,989,4069,11786.0,25609.0,1648.0,6210,1491.0,543307418.0,1363164.0,1666673.0,0.094,10.6
2021-09-05,905,4152,971,4083,10793.0,25630.0,1632.0,6207,1533.0,544301592.0,994174.0,1667974.0,0.094,10.6
2021-09-06,886,3675,964,3592,10724.0,25801.0,1594.0,5649,1491.0,545126928.0,825336.0,1577374.0,0.093,10.8
2021-09-07,933,3651,1013,3565,11131.0,26099.0,1562.0,5649,1549.0,546534008.0,1407080.0,1496260.0,0.094,10.6
2021-09-08,1008,4155,1086,4069,12078.0,25998.0,1654.0,6206,1514.0,548581369.0,2047361.0,1497187.0,0.093,10.8
2021-09-09,981,4107,1067,4014,11948.0,25925.0,1626.0,6208,1508.0,550653127.0,2071758.0,1511344.0,0.092,10.9
2021-09-10,1013,4075,1079,4005,11449.0,25747.0,1634.0,6209,1689.0,552723357.0,2070230.0,1539872.0,0.09,11.1
2021-09-11,964,4104,1035,4031,10949.0,25326.0,1549.0,6209,1701.0,554259700.0,1536343.0,1564612.0,0.089,11.2
2021-09-12,957,4097,1025,4026,9845.0,25292.0,1518.0,6209,1559.0,555247724.0,988024.0,1563733.0,0.088,11.4
2021-09-13,966,3619,1009,3568,9911.0,25514.0,1450.0,5661,1579.0,556742128.0,1494404.0,1659314.0,0.087,11.5
2021-09-14,963,3614,1024,3549,10858.0,25218.0,1479.0,5657,1634.0,558634251.0,1892123.0,1728606.0,0.084,11.9
2021-09-15,1023,4118,1097,4039,10558.0,24877.0,1499.0,6218,1585.0,560765907.0,2131656.0,1740648.0,0.083,12.0
2021-09-16,1010,4066,1058,4012,10558.0,24734.0,1492.0,6220,1602.0,562784251.0,2018344.0,1733018.0,0.081,12.3
2021-09-17,993,4077,1064,4001,10026.0,24435.0,1465.0,6220,1493.0,564707736.0,1923485.0,1712054.0,0.08,12.5
2021-09-18,960,4093,1033,4015,9601.0,23978.0,1436.0,6219,1505.0,566105691.0,1397955.0,1692284.0,0.079,12.7
2021-09-19,940,4115,1019,4030,8514.0,23779.0,1428.0,6218,1393.0,567068623.0,962932.0,1688700.0,0.078,12.8
2021-09-20,969,3572,1029,3508,8394.0,23686.0,1417.0,5663,1545.0,568460114.0,1391491.0,1673998.0,0.077,13.0
2021-09-21,970,3581,1057,3490,9553.0,23536.0,1374.0,5660,1503.0,570392071.0,1931957.0,1679689.0,0.075,13.3
2021-09-22,1026,4131,1118,4033,9363.0,23127.0,1363.0,6217,1487.0,572461801.0,2069730.0,1670842.0,0.073,13.7
2021-09-23,971,4095,1075,3985,8969.0,22585.0,1367.0,6216,1456.0,574463983.0,2002182.0,1668533.0,0.071,14.1
2021-09-24,985,4080,1079,3980,8677.0,22185.0,1356.0,6216,1388.0,576385572.0,1921589.0,1668262.0,0.07,14.3
2021-09-25,957,4107,1057,3999,8193.0,21727.0,1326.0,6216,1406.0,577743103.0,1357531.0,1662487.0,0.069,14.5
