data,total_testes_acumulado,testes_diarios,media_movel_testes_diarios,taxa_positividade_curto_prazo,testes_por_caso_curto_prazo
2021-08-29,532625774.0,985069.0,1625204.0,0.098,10.2
2021-08-30,534085311.0,1459537.0,1644706.0,0.097,10.3
2021-08-31,536060187.0,1974876.0,1667837.0,0.097,10.3
2021-09-01,538101058.0,2040871.0,1679842.0,0.095,10.5
2021-09-02,540073721.0,1972663.0,1681014.0,0.094,10.6
2021-09-03,541944254.0,1870533.0,1677452.0,0.094,10.6
2021-09-04,543307418.0,1363164.0,1666673.0,0.094,10.6
2021-09-05,544301592.0,994174.0,1667974.0,0.094,10.6
2021-09-06,545126928.0,825336.0,1577374.0,0.093,10.8
2021-09-07,546534008.0,1407080.0,1496260.0,0.094,10.6
2021-09-08,548581369.0,2047361.0,1497187.0,0.093,10.8
2021-09-09,550653127.0,2071758.0,1511344.0,0.092,10.9
2021-09-10,552723357.0,2070230.0,1539872.0,0.09,11.1
2021-09-11,554259700.0,1536343.0,1564612.0,0.089,11.2
2021-09-12,555247724.0,988024.0,1563733.0,0.088,11.4
2021-09-13,556742128.0,1494404.0,1659314.0,0.087,11.5
2021-09-14,558634251.0,1892123.0,1728606.0,0.084,11.9
2021-09-15,560765907.0,2131656.0,1740648.0,0.083,12.0
2021-09-16,562784251.0,2018344.0,1733018.0,0.081,12.3
2021-09-17,564707736.0,1923485.0,1712054.0,0.08,12.5
2021-09-18,566105691.0,1397955.0,1692284.0,0.079,12.7
2021-09-19,567068623.0,962932.0,1688700.0,0.078,12.8
2021-09-20,568460114.0,1391491.0,1673998.0,0.077,13.0
2021-09-21,570392071.0,1931957.0,1679689.0,0.075,13.3
2021-09-22,572461801.0,2069730.0,1670842.0,0.073,13.7
2021-09-23,574463983.0,2002182.0,1668533.0,0.071,14.1
2021-09-24,576385572.0,1921589.0,1668262.0,0.07,14.3
2021-09-25,577743103.0,1357531.0,1662487.0,0.069,14.5
2021-09-26,578623848.0,880745.0,1650746.0,0.068,14.7
2021-09-27,579857725.0,1233877.0,1628230.0,0.067,14.9
2021-09-28,581739548.0,1881823.0,1621068.0,0.067,14.9
2021-09-29,583759889.0,2020341.0,1614013.0,0.066,15.2
2021-09-30,585700657.0,1940768.0,1605239.0,0.065,15.4
2021-10-01,587533446.0,1832789.0,1592553.0,0.064,15.6
2021-10-02,588857395.0,1323949.0,1587756.0,0.064,15.6
2021-10-03,589663327.0,805932.0,1577068.0,0.063,15.9
2021-10-04,590941951.0,1278624.0,1583461.0,0.062,16.1
2021-10-05,592793690.0,1851739.0,1579163.0,0.061,16.4
2021-10-06,594779001.0,1985311.0,1574159.0,0.06,16.7
2021-10-07,596689435.0,1910434.0,1569825.0,0.059,16.9
2021-10-08,598482563.0,1793128.0,1564160.0,0.059,16.9
2021-10-09,599723471.0,1240908.0,1552297.0,0.058,17.2
2021-10-10,600452331.0,728860.0,1541286.0,0.058,17.2
2021-10-11,601612264.0,1159933.0,1524330.0,0.058,17.2
2021-10-12,603277273.0,1665009.0,1497655.0,0.058,17.2
2021-10-13,605144973.0,1867700.0,1480853.0,0.057,17.5
2021-10-14,607030749.0,1885776.0,1477331.0,0.056,17.9
2021-10-15,608753642.0,1722893.0,1467297.0,0.055,18.2
2021-10-16,609955554.0,1201912.0,1461726.0,0.054,18.5
2021-10-17,610657424.0,701870.0,1457870.0,0.053,18.9
2021-10-18,611893348.0,1235924.0,1468726.0,0.052,19.2
2021-10-19,613618584.0,1725236.0,1477330.0,0.051,19.6
2021-10-20,615509727.0,1891143.0,1480679.0,0.05,20.0
2021-10-21,617357108.0,1847381.0,1475194.0,0.05,20.0
2021-10-22,618981265.0,1624157.0,1461089.0,0.05,20.0
2021-10-23,620089945.0,1108680.0,1447770.0,0.05,20.0
2021-10-24,620726801.0,636856.0,1438482.0,0.05,20.0
2021-10-25,621887519.0,1160718.0,1427739.0,0.05,20.0
2021-10-26,623575979.0,1688460.0,1422485.0,0.05,20.0
2021-10-27,625385614.0,1809635.0,1410841.0,0.05,20.0
2021-10-28,627085015.0,1699401.0,1389701.0,0.05,20.0
2021-10-29,628647631.0,1562616.0,1380909.0,0.05,20.0
2021-10-30,629707879.0,1060248.0,1373991.0,0.05,20.0
2021-10-31,630324949.0,617070.0,1371164.0,0.05,20.0
2021-11-01,631386671.0,1061722.0,1357022.0,0.05,20.0
2021-11-02,633035855.0,1649184.0,1351411.0,0.051,19.6
2021-11-03,634939123.0,1903268.0,1364787.0,0.051,19.6
2021-11-04,636701895.0,1762772.0,1373840.0,0.052,19.2
2021-11-05,638301460.0,1599565.0,1379118.0,0.052,19.2
2021-11-06,639424618.0,1123158.0,1388106.0,0.053,18.9
2021-11-07,640262608.0,837990.0,1419666.0,0.053,18.9
2021-11-08,641517444.0,1254836.0,1447253.0,0.053,18.9
2021-11-09,643391637.0,1874193.0,1479397.0,0.053,18.9
2021-11-10,645226707.0,1835070.0,1469655.0,0.055,18.2
2021-11-11,646964180.0,1737473.0,1466041.0,0.056,17.9
2021-11-12,648459331.0,1495151.0,1451124.0,0.057,17.5
2021-11-13,649578778.0,1119447.0,1450594.0,0.058,17.2
2021-11-14,650356478.0,777700.0,1441981.0,0.058,17.2
2021-11-15,651619561.0,1263083.0,1443160.0,0.059,16.9
2021-11-16,653480451.0,1860890.0,1441259.0,0.06,16.7
2021-11-17,655449439.0,1968988.0,1460390.0,0.06,16.7
2021-11-18,657347669.0,1898230.0,1483356.0,0.061,16.4
2021-11-19,659019699.0,1672030.0,1508624.0,0.061,16.4
2021-11-20,660164042.0,1144343.0,1512181.0,0.061,16.4
2021-11-21,660927267.0,763225.0,1510113.0,0.062,16.1
2021-11-22,662081804.0,1154537.0,1494606.0,0.063,15.9
2021-11-23,663708162.0,1626358.0,1461102.0,0.064,15.6
2021-11-24,665368750.0,1660588.0,1417044.0,0.066,15.2
2021-11-25,666124965.0,756215.0,1253899.0,0.069,14.5
2021-11-26,666889564.0,764599.0,1124266.0,0.072,13.9
2021-11-27,667795793.0,906229.0,1090250.0,0.074,13.5
2021-11-28,668615319.0,819526.0,1098293.0,0.075,13.3
2021-11-29,669984103.0,1368784.0,1128900.0,0.076,13.2
2021-11-30,671877951.0,1893848.0,1167113.0,0.077,13.0
2021-12-01,673848613.0,1970662.0,1211409.0,0.078,12.8
2021-12-02,675895951.0,2047338.0,1395855.0,0.076,13.2
2021-12-03,677833193.0,1937242.0,1563376.0,0.074,13.5
2021-12-04,679203444.0,1370251.0,1629664.0,0.073,13.7
2021-12-05,680022002.0,818558.0,1629526.0,0.073,13.7
2021-12-06,681317036.0,1295034.0,1618990.0,0.073,13.7
2021-12-07,683265512.0,1948476.0,1626794.0,0.072,13.9
2021-12-08,685318658.0,2053146.0,1638578.0,0.071,14.1
2021-12-09,687235183.0,1916525.0,1619890.0,0.071,14.1
2021-12-10,689087758.0,1852575.0,1607795.0,0.071,14.1
2021-12-11,690392308.0,1304550.0,1598409.0,0.071,14.1
2021-12-12,691202643.0,810335.0,1597234.0,0.071,14.1
2021-12-13,692563758.0,1361115.0,1606675.0,0.071,14.1
2021-12-14,694536128.0,1972370.0,1610088.0,0.073,13.7
2021-12-15,696659360.0,2123232.0,1620100.0,0.076,13.2
2021-12-16,698753993.0,2094633.0,1645544.0,0.08,12.5
2021-12-17,700749979.0,1995986.0,1666032.0,0.085,11.8
2021-12-18,702233211.0,1483232.0,1691558.0,0.089,11.2
2021-12-19,703274121.0,1040910.0,1724497.0,0.092,10.9
2021-12-20,704852303.0,1578182.0,1755506.0,0.099,10.1
2021-12-21,707071273.0,2218970.0,1790735.0,0.11,9.1
2021-12-22,709491742.0,2420469.0,1833197.0,0.122,8.2
2021-12-23,711898022.0,2406280.0,1877718.0,0.135,7.4
2021-12-24,713685215.0,1787193.0,1847891.0,0.147,6.8
2021-12-25,714632552.0,947337.0,1771334.0,0.156,6.4
2021-12-26,715600584.0,968032.0,1760923.0,0.164,6.1
2021-12-27,717318772.0,1718188.0,1780924.0,0.18,5.6
2021-12-28,719633511.0,2314739.0,1794605.0,0.202,5.0
2021-12-29,721977670.0,2344159.0,1783704.0,0.224,4.5
2021-12-30,724341450.0,2363780.0,1777633.0,0.246,4.1
2021-12-31,726359152.0,2017702.0,1810562.0,0.26,3.8
2022-01-01,727619218.0,1260066.0,1855238.0,0.267,3.7
2022-01-02,728965883.0,1346665.0,1909328.0,0.273,3.7
2022-01-03,731226278.0,2260395.0,1986787.0,0.28,3.6
2022-01-04,734174731.0,2948453.0,2077317.0,0.286,3.5
2022-01-05,737376437.0,3201706.0,2199824.0,0.29,3.4
2022-01-06,740557343.0,3180906.0,2316556.0,0.292,3.4
2022-01-07,743473487.0,2916144.0,2444905.0,0.292,3.4
2022-01-08,745673684.0,2200197.0,2579209.0,0.291,3.4
2022-01-09,747331416.0,1657732.0,2623648.0,0.29,3.4
2022-01-10,749470715.0,2139299.0,2606348.0,0.289,3.5
2022-01-11,752161369.0,2690654.0,2569520.0,0.287,3.5
2022-01-12,755093074.0,2931705.0,2530948.0,0.284,3.5
2022-01-13,758116286.0,3023212.0,2508420.0,0.28,3.6
2022-01-14,760943723.0,2827437.0,2495748.0,0.276,3.6
2022-01-15,763008938.0,2065215.0,2476465.0,0.273,3.7
2022-01-16,764383763.0,1374825.0,2436050.0,0.272,3.7
2022-01-17,766120810.0,1737047.0,2378585.0,0.272,3.7
2022-01-18,768716075.0,2595265.0,2364958.0,0.269,3.7
2022-01-19,771675297.0,2959222.0,2368889.0,0.265,3.8
2022-01-20,774469819.0,2794522.0,2336219.0,0.262,3.8
2022-01-21,776947828.0,2478009.0,2286301.0,0.259,3.9
2022-01-22,778696701.0,1748873.0,2241109.0,0.256,3.9
2022-01-23,779841938.0,1145237.0,2208311.0,0.254,3.9
2022-01-24,781403998.0,1562060.0,2183313.0,0.248,4.0
2022-01-25,783349059.0,1945061.0,2090426.0,0.241,4.1
2022-01-26,785439617.0,2090558.0,1966331.0,0.233,4.3
2022-01-27,787485088.0,2045471.0,1859324.0,0.223,4.5
2022-01-28,789372114.0,1887026.0,1774898.0,0.214,4.7
2022-01-29,790598136.0,1226022.0,1700205.0,0.208,4.8
2022-01-30,791361923.0,763787.0,1645712.0,0.202,5.0
2022-01-31,792609107.0,1247184.0,1600730.0,0.195,5.1
2022-02-01,794381865.0,1772758.0,1576115.0,0.183,5.5
2022-02-02,796274005.0,1892140.0,1547770.0,0.171,5.8
2022-02-03,797874731.0,1600726.0,1484235.0,0.162,6.2
2022-02-04,799357630.0,1482899.0,1426502.0,0.152,6.6
2022-02-05,800476134.0,1118504.0,1411143.0,0.145,6.9
2022-02-06,801109105.0,632971.0,1392455.0,0.14,7.1
2022-02-07,802360160.0,1251055.0,1393008.0,0.132,7.6
2022-02-08,804007683.0,1647523.0,1375117.0,0.122,8.2
2022-02-09,805569797.0,1562114.0,1327970.0,0.114,8.8
2022-02-10,807040293.0,1470496.0,1309366.0,0.106,9.4
2022-02-11,808445919.0,1405626.0,1298327.0,0.099,10.1
2022-02-12,809333628.0,887709.0,1265356.0,0.094,10.6
2022-02-13,809833333.0,499705.0,1246318.0,0.09,11.1
2022-02-14,810818134.0,984801.0,1208282.0,0.084,11.9
2022-02-15,812397574.0,1579440.0,1198556.0,0.078,12.8
2022-02-16,814038641.0,1641067.0,1209835.0,0.072,13.9
2022-02-17,815558797.0,1520156.0,1216929.0,0.067,14.9
2022-02-18,816926605.0,1367808.0,1211527.0,0.063,15.9
2022-02-19,817825587.0,898982.0,1213137.0,0.059,16.9
2022-02-20,818285082.0,459495.0,1207393.0,0.057,17.5
2022-02-21,819001368.0,716286.0,1169033.0,0.056,17.9
2022-02-22,820224304.0,1222936.0,1118104.0,0.053,18.9
2022-02-23,821602495.0,1378191.0,1080551.0,0.051,19.6
2022-02-24,822839137.0,1236642.0,1040049.0,0.049,20.4
2022-02-25,823971491.0,1132354.0,1006412.0,0.046,21.7
2022-02-26,824675471.0,703980.0,978555.0,0.045,22.2
2022-02-27,825098976.0,423505.0,973413.0,0.043,23.3
2022-02-28,825994580.0,895604.0,999030.0,0.041,24.4
2022-03-01,827271976.0,1277396.0,1006810.0,0.038,26.3
2022-03-02,828517572.0,1245596.0,987868.0,0.035,28.6
2022-03-03,829726397.0,1208825.0,983894.0,0.033,30.3
2022-03-04,830796369.0,1069972.0,974983.0,0.031,32.3
2022-03-05,831464823.0,668454.0,969907.0,0.03,33.3
2022-03-06,831820318.0,355495.0,960192.0,0.029,34.5
2022-03-07,832613626.0,793308.0,945578.0,0.028,35.7
2022-03-08,833822537.0,1208911.0,935794.0,0.027,37.0
2022-03-09,834962148.0,1139611.0,920654.0,0.025,40.0
2022-03-10,835976902.0,1014754.0,892929.0,0.025,40.0
2022-03-11,836978185.0,1001283.0,883117.0,0.024,41.7
2022-03-12,837611294.0,633109.0,878067.0,0.023,43.5
2022-03-13,837963317.0,352023.0,877571.0,0.022,45.5
2022-03-14,838758789.0,795472.0,877880.0,0.022,45.5
2022-03-15,839984557.0,1225768.0,880289.0,0.022,45.5
2022-03-16,841183223.0,1198666.0,888725.0,0.021,47.6
2022-03-17,842290190.0,1106967.0,901898.0,0.021,47.6
2022-03-18,843300968.0,1010778.0,903255.0,0.021,47.6
2022-03-19,843913936.0,612968.0,900377.0,0.021,47.6
2022-03-20,844268636.0,354700.0,900760.0,0.021,47.6
2022-03-21,845046988.0,778352.0,898314.0,0.022,45.5
2022-03-22,846192404.0,1145416.0,886835.0,0.022,45.5
2022-03-23,847300512.0,1108108.0,873898.0,0.022,45.5
2022-03-24,848291349.0,990837.0,857308.0,0.023,43.5
2022-03-25,849262770.0,971421.0,851686.0,0.023,43.5
2022-03-26,849891566.0,628796.0,853947.0,0.023,43.5
2022-03-27,850227637.0,336071.0,851286.0,0.023,43.5
2022-03-28,850934608.0,706971.0,841089.0,0.024,41.7
2022-03-29,851988727.0,1054119.0,828046.0,0.025,40.0
2022-03-30,853046155.0,1057428.0,820806.0,0.025,40.0
2022-03-31,853999907.0,953752.0,815508.0,0.026,38.5
2022-04-01,854916071.0,916164.0,807614.0,0.026,38.5
2022-04-02,855512914.0,596843.0,803050.0,0.027,37.0
2022-04-03,855828869.0,315955.0,800176.0,0.028,35.7
2022-04-04,856524470.0,695601.0,798552.0,0.028,35.7
2022-04-05,857599944.0,1075474.0,801602.0,0.03,33.3
2022-04-06,858598868.0,998924.0,793245.0,0.031,32.3
2022-04-07,859539556.0,940688.0,791378.0,0.032,31.2
2022-04-08,860455560.0,916004.0,791356.0,0.034,29.4
2022-04-09,861049283.0,593723.0,790910.0,0.035,28.6
2022-04-10,861365940.0,316657.0,791010.0,0.036,27.8
2022-04-11,862048879.0,682939.0,789201.0,0.037,27.0
2022-04-12,863013627.0,964748.0,773383.0,0.04,25.0
2022-04-13,863930194.0,916567.0,761618.0,0.043,23.3
2022-04-14,864753184.0,822990.0,744804.0,0.045,22.2
2022-04-15,865461393.0,708209.0,715119.0,0.048,20.8
2022-04-16,865920124.0,458731.0,695834.0,0.051,19.6
2022-04-17,866188819.0,268695.0,688983.0,0.051,19.6
2022-04-18,866753495.0,564676.0,672088.0,0.052,19.2
2022-04-19,867560644.0,807149.0,649574.0,0.053,18.9
2022-04-20,868386612.0,825968.0,636631.0,0.054,18.5
2022-04-21,869162583.0,775971.0,629914.0,0.055,18.2
2022-04-22,869925154.0,762571.0,637680.0,0.055,18.2
2022-04-23,870428468.0,503314.0,644049.0,0.055,18.2
2022-04-24,870719049.0,290581.0,647176.0,0.056,17.9
2022-04-25,871461991.0,742942.0,672642.0,0.058,17.2
2022-04-26,872601590.0,1139599.0,720135.0,0.06,16.7
2022-04-27,873689637.0,1088047.0,757575.0,0.062,16.1
2022-04-28,874693491.0,1003854.0,790130.0,0.065,15.4
2022-04-29,875679222.0,985731.0,822010.0,0.067,14.9
2022-04-30,876293599.0,614377.0,837876.0,0.068,14.7
2022-05-01,876624513.0,330914.0,843638.0,0.069,14.5
2022-05-02,877290973.0,666460.0,832712.0,0.072,13.9
2022-05-03,878305681.0,1014708.0,814870.0,0.075,13.3
2022-05-04,879306997.0,1001316.0,802480.0,0.077,13.0
2022-05-05,880271413.0,964416.0,796846.0,0.079,12.7
2022-05-06,881217473.0,946060.0,791179.0,0.081,12.3
2022-05-07,881873121.0,655648.0,797075.0,0.083,12.0
2022-05-08,882229421.0,356300.0,800701.0,0.085,11.8
2022-05-09,882951177.0,721756.0,808601.0,0.087,11.5
2022-05-10,884059619.0,1108442.0,821991.0,0.09,11.1
2022-05-11,885172858.0,1113239.0,837980.0,0.092,10.9
2022-05-12,886196315.0,1023457.0,846415.0,0.095,10.5
2022-05-13,887147252.0,950937.0,847111.0,0.097,10.3
2022-05-14,887842502.0,695250.0,852769.0,0.099,10.1
2022-05-15,888220872.0,378370.0,855922.0,0.1,10.0
2022-05-16,888998375.0,777503.0,863885.0,0.102,9.8
2022-05-17,890124308.0,1125933.0,866384.0,0.105,9.5
2022-05-18,891269590.0,1145282.0,870962.0,0.107,9.3
2022-05-19,892358780.0,1089190.0,880352.0,0.108,9.3
2022-05-20,893417932.0,1059152.0,895811.0,0.109,9.2
2022-05-21,894147186.0,729254.0,900669.0,0.11,9.1
2022-05-22,894562477.0,415291.0,905944.0,0.11,9.1
2022-05-23,895341850.0,779373.0,906211.0,0.111,9.0
2022-05-24,896490449.0,1148599.0,909449.0,0.111,9.0
2022-05-25,897614436.0,1123987.0,906407.0,0.111,9.0
2022-05-26,898625501.0,1011065.0,895246.0,0.112,8.9
2022-05-27,899459242.0,833741.0,863044.0,0.113,8.8
2022-05-28,900042212.0,582970.0,842147.0,0.113,8.8
2022-05-29,900389806.0,347594.0,832476.0,0.113,8.8
2022-05-30,900688547.0,298741.0,763814.0,0.114,8.8
2022-05-31,901411323.0,722776.0,702982.0,0.119,8.4
2022-06-01,902479787.0,1068464.0,695050.0,0.119,8.4
2022-06-02,903587867.0,1108080.0,708909.0,0.119,8.4
2022-06-03,904536473.0,948606.0,725319.0,0.119,8.4
2022-06-04,905171421.0,634948.0,732744.0,0.119,8.4
2022-06-05,905556050.0,384629.0,738035.0,0.12,8.3
2022-06-06,906214462.0,658412.0,789416.0,0.12,8.3
2022-06-07,907157848.0,943386.0,820932.0,0.117,8.5
2022-06-08,907957598.0,799750.0,782544.0,0.117,8.5
2022-06-09,908481906.0,524308.0,699148.0,0.118,8.5
2022-06-10,909003851.0,521945.0,638197.0,0.12,8.3
2022-06-11,909435615.0,431764.0,609171.0,0.122,8.2
2022-06-12,909786560.0,350945.0,604359.0,0.121,8.3
2022-06-13,910343793.0,557233.0,589904.0,0.122,8.2
2022-06-14,911039148.0,695355.0,554471.0,0.127,7.9
2022-06-15,911642612.0,603464.0,526431.0,0.133,7.5
2022-06-16,912115224.0,472612.0,519045.0,0.136,7.4
2022-06-17,912521698.0,406474.0,502550.0,0.138,7.2
2022-06-18,912769124.0,247426.0,476216.0,0.139,7.2
