data,hospitais_relataram_estado_critico,hospitais_relataram_estado_nao_critico,hospitais_previram_estado_critico,hospitais_previram_estado_nao_critico,admissoes_adultos_covid_confirmado,pacientes_uti_adultos_covid_confirmado,internacoes_pediatricas_covid_confirmado,total_leitos_uti_adultos,mortes_covid
2021-12-26,998,4055,1119,3921,9293.0,16590.0,1240.0,6196,943.0
2021-12-27,1023,3551,1121,3444,10565.0,17075.0,1444.0,5634,1146.0
2021-12-28,1042,3523,1133,3423,13451.0,17274.0,1698.0,5631,1191.0
2021-12-29,1085,4073,1203,3944,14758.0,17830.0,2082.0,6205,1306.0
2021-12-30,1089,3985,1201,3866,15331.0,18158.0,2270.0,6205,1236.0
2021-12-31,1063,4006,1181,3880,16019.0,18382.0,2387.0,6205,1282.0
2022-01-01,1056,3990,1171,3870,15110.0,18863.0,2456.0,6205,1196.0
2022-01-02,1069,3980,1191,3848,15298.0,19606.0,2644.0,6205,1123.0
2022-01-03,1093,3468,1216,3338,16046.0,20341.0,2696.0,5626,1326.0
2022-01-04,1103,3469,1217,3344,18770.0,21040.0,2953.0,5623,1324.0
2022-01-05,1178,4004,1294,3881,20107.0,21529.0,3269.0,6213,1475.0
2022-01-06,1162,3916,1290,3782,20560.0,22134.0,3414.0,6214,1505.0
2022-01-07,1181,3886,1325,3738,20921.0,22862.0,3564.0,6213,1539.0
2022-01-08,1099,3939,1300,3735,20474.0,23139.0,3501.0,6213,1473.0
2022-01-09,1091,3948,1305,3728,18698.0,23789.0,3457.0,6211,1487.0
2022-01-10,991,3398,1360,3173,18783.0,24487.0,3421.0,5632,1392.0
2022-01-11,986,3396,1341,3195,21468.0,25081.0,3613.0,5629,1453.0
2022-01-12,1012,3970,1447,3731,22425.0,25328.0,3883.0,6211,1623.0
2022-01-13,1015,3844,1411,3638,22078.0,25558.0,4009.0,6214,1533.0
2022-01-14,1003,3857,1430,3615,22451.0,25734.0,3979.0,6215,1558.0
2022-01-15,953,3880,1371,3659,21459.0,25802.0,3945.0,6215,1492.0
2022-01-16,957,3872,1371,3654,18056.0,25867.0,3792.0,6213,1526.0
2022-01-17,972,3409,1365,3164,17241.0,26077.0,3615.0,5644,1617.0
2022-01-18,956,3403,1335,3219,20704.0,26372.0,3826.0,5631,1476.0
2022-01-19,784,3854,1422,3759,21417.0,26458.0,4070.0,6207,1324.0
2022-01-20,790,3621,1339,3582,20912.0,26283.0,4036.0,6208,1313.0
2022-01-21,808,3595,1362,3524,20250.0,26023.0,4005.0,6209,1320.0
2022-01-22,756,3635,1306,3561,18829.0,25679.0,3914.0,6206,1282.0
2022-01-23,757,3630,1304,3558,16359.0,25528.0,3752.0,6208,1247.0
2022-01-24,761,3157,1290,3082,16178.0,25562.0,3508.0,5630,1311.0
2022-01-25,765,3152,1288,3081,19344.0,25311.0,3638.0,5629,1313.0
2022-01-26,721,3734,1400,3768,18681.0,25073.0,3785.0,6211,1238.0
2022-01-27,711,3582,1336,3571,17642.0,24470.0,3654.0,6213,1301.0
2022-01-28,681,3549,1314,3605,17136.0,24021.0,3584.0,6214,1200.0
2022-01-29,644,3593,1235,3664,16050.0,23432.0,3347.0,6212,1137.0
2022-01-30,635,3588,1247,3648,13196.0,23196.0,3219.0,6195,1057.0
2022-01-31,630,3065,1252,3149,12631.0,22909.0,3028.0,5635,1085.0
2022-02-01,525,2896,1207,3158,15290.0,22670.0,2920.0,5635,1051.0
2022-02-02,459,3426,1305,3830,14603.0,21913.0,3030.0,6214,1021.0
2022-02-03,462,3280,1221,3658,13583.0,21330.0,2891.0,6217,1047.0
2022-02-04,464,3228,1216,3651,12083.0,20576.0,2757.0,6213,926.0
2022-02-05,448,3324,1165,3737,11692.0,19642.0,2602.0,6215,901.0
2022-02-06,443,3321,1152,3694,10039.0,19280.0,2439.0,6208,863.0
2022-02-07,431,2846,1151,3252,9392.0,18979.0,2260.0,5638,836.0
2022-02-08,415,2782,1123,3226,11157.0,18351.0,2242.0,5627,796.0
2022-02-09,437,3294,1232,3862,10678.0,17716.0,2270.0,6206,809.0
2022-02-10,429,3232,1144,3726,9995.0,17044.0,2200.0,6209,725.0
2022-02-11,432,3223,1146,3772,9403.0,16121.0,2100.0,6216,813.0
2022-02-12,407,3279,1064,3787,8733.0,15437.0,1942.0,6212,736.0
2022-02-13,411,3285,1072,3783,6935.0,14886.0,1842.0,6202,703.0
2022-02-14,390,2802,1069,3280,6347.0,14391.0,1752.0,5614,667.0
2022-02-15,403,2764,1071,3285,7508.0,13814.0,1689.0,5626,648.0
2022-02-16,407,3391,1163,3945,7392.0,13145.0,1688.0,6208,585.0
2022-02-17,404,3312,1095,3813,7006.0,12545.0,1641.0,6212,842.0
2022-02-18,408,3305,1092,3828,6417.0,11927.0,1609.0,6214,539.0
2022-02-19,370,3395,1026,3934,5783.0,11237.0,1550.0,6214,496.0
2022-02-20,363,3415,1038,3907,4732.0,10777.0,1458.0,6202,488.0
2022-02-21,361,2917,1018,3438,4423.0,10453.0,1378.0,5624,458.0
2022-02-22,361,2868,1010,3388,5376.0,10174.0,1375.0,5619,458.0
2022-02-23,358,3342,1092,3999,5247.0,9622.0,1357.0,6211,474.0
2022-02-24,377,3337,1041,3880,4783.0,9113.0,1274.0,6213,414.0
2022-02-25,371,3307,1030,3838,4545.0,8605.0,1249.0,6214,383.0
2022-02-26,354,3329,993,3850,4179.0,7998.0,1161.0,6211,355.0
2022-02-27,351,3335,985,3864,3361.0,7595.0,1098.0,6201,322.0
2022-02-28,340,2826,964,3370,3184.0,7358.0,1030.0,5606,318.0
2022-03-01,338,2810,957,3382,3897.0,7148.0,1001.0,5603,343.0
2022-03-02,351,3315,1062,4006,3839.0,6797.0,1017.0,6201,324.0
2022-03-03,345,3302,998,3852,3527.0,6488.0,992.0,6204,316.0
2022-03-04,343,3293,985,3886,3301.0,6039.0,968.0,6208,250.0
2022-03-05,314,3365,937,3917,3062.0,5681.0,948.0,6204,280.0
2022-03-06,325,3351,928,3909,2501.0,5492.0,948.0,6204,249.0
2022-03-07,318,2844,948,3383,2333.0,5345.0,868.0,5613,241.0
2022-03-08,321,2834,930,3388,2697.0,4988.0,841.0,5604,230.0
2022-03-09,325,3349,992,4080,2657.0,4743.0,810.0,6197,234.0
2022-03-10,315,3310,934,3911,2554.0,4440.0,794.0,6206,227.0
2022-03-11,317,3307,951,3941,2492.0,4174.0,743.0,6206,180.0
2022-03-12,309,3338,896,3935,2328.0,3882.0,697.0,6204,200.0
2022-03-13,304,3387,882,3988,1786.0,3777.0,654.0,6205,151.0
2022-03-14,289,2854,875,3466,1649.0,3681.0,614.0,5616,155.0
2022-03-15,291,2852,876,3450,2206.0,3504.0,629.0,5613,192.0
2022-03-16,307,3351,982,4078,2120.0,3453.0,623.0,6205,160.0
2022-03-17,312,3293,911,3934,2006.0,3296.0,607.0,6210,173.0
2022-03-18,306,3374,900,3965,1938.0,3129.0,584.0,6210,180.0
2022-03-19,298,3342,880,3971,1783.0,3040.0,592.0,6209,159.0
2022-03-20,301,3357,875,3958,1479.0,2937.0,558.0,6208,144.0
2022-03-21,281,2853,863,3459,1385.0,2869.0,533.0,5599,140.0
2022-03-22,285,2842,859,3441,1747.0,2738.0,520.0,5594,166.0
2022-03-23,292,3349,944,4108,1796.0,2593.0,544.0,6201,142.0
2022-03-24,301,3322,876,3966,1640.0,2499.0,522.0,6206,180.0
2022-03-25,294,3317,891,3942,1622.0,2314.0,509.0,6202,158.0
2022-03-26,281,3359,835,3986,1666.0,2214.0,489.0,6207,122.0
2022-03-27,286,3346,855,4017,1346.0,2170.0,476.0,6205,96.0
2022-03-28,275,2846,841,3475,1202.0,2134.0,459.0,5594,107.0
2022-03-29,281,2827,832,3456,1462.0,2091.0,455.0,5579,92.0
2022-03-30,299,3332,938,4099,1464.0,2026.0,466.0,6202,103.0
2022-03-31,305,3313,889,3956,1442.0,1949.0,488.0,6203,110.0
2022-04-01,313,3295,878,3967,1424.0,1862.0,485.0,6205,114.0
2022-04-02,298,3330,855,4015,1391.0,1802.0,435.0,6209,97.0
2022-04-03,293,3333,830,3998,1121.0,1794.0,431.0,6206,84.0
2022-04-04,279,2815,838,3460,1175.0,1764.0,432.0,5583,83.0
2022-04-05,285,2815,839,3453,1420.0,1713.0,430.0,5583,84.0
2022-04-06,295,3334,936,4105,1425.0,1705.0,443.0,6200,79.0
2022-04-07,300,3287,872,3955,1471.0,1723.0,445.0,6207,107.0
2022-04-08,303,3292,882,3954,1505.0,1682.0,426.0,6205,88.0
2022-04-09,279,3338,828,3984,1369.0,1590.0,406.0,6202,75.0
2022-04-10,286,3361,826,3982,1247.0,1534.0,403.0,6200,161.0
2022-04-11,282,2810,840,3452,1207.0,1568.0,395.0,5581,96.0
2022-04-12,280,2801,841,3457,1516.0,1527.0,426.0,5577,143.0
2022-04-13,299,3321,919,4121,1506.0,1522.0,448.0,6201,75.0
2022-04-14,302,3288,876,3965,1536.0,1548.0,444.0,6197,81.0
2022-04-15,292,3302,862,3992,1626.0,1529.0,424.0,6194,79.0
2022-04-16,280,3338,831,4009,1485.0,1457.0,419.0,6185,79.0
2022-04-17,282,3340,823,4013,1280.0,1432.0,426.0,6188,150.0
2022-04-18,290,2802,839,3450,1396.0,1450.0,406.0,5570,91.0
2022-04-19,286,2798,842,3463,1700.0,1485.0,409.0,5578,84.0
2022-04-20,303,3312,918,4107,1797.0,1445.0,457.0,6193,92.0
2022-04-21,303,3271,884,3966,1806.0,1486.0,450.0,6196,80.0
2022-04-22,285,3286,865,3980,1889.0,1489.0,426.0,6198,80.0
2022-04-23,284,3331,833,3994,1871.0,1453.0,429.0,6198,70.0
2022-04-24,283,3344,819,4012,1608.0,1446.0,426.0,6198,72.0
2022-04-25,282,2820,833,3476,1679.0,1507.0,434.0,5584,75.0
2022-04-26,280,2825,824,3505,2078.0,1582.0,468.0,5577,125.0
2022-04-27,292,3331,901,4118,2297.0,1584.0,474.0,6196,103.0
2022-04-28,283,3312,851,3990,2184.0,1592.0,499.0,6199,108.0
2022-04-29,289,3284,859,3983,2206.0,1623.0,521.0,6197,106.0
2022-04-30,298,3329,831,4006,2242.0,1580.0,472.0,6196,91.0
2022-05-01,286,3336,820,4012,2018.0,1576.0,482.0,6194,81.0
2022-05-02,275,2821,814,3497,2023.0,1660.0,521.0,5575,125.0
2022-05-03,278,2804,825,3465,2504.0,1692.0,565.0,5567,103.0
2022-05-04,292,3324,907,4113,2626.0,1725.0,569.0,6188,82.0
2022-05-05,300,3286,868,3980,2641.0,1736.0,599.0,6193,87.0
2022-05-06,297,3297,856,3890,2735.0,1725.0,541.0,6193,91.0
2022-05-07,275,3338,814,3942,2681.0,1774.0,542.0,6192,84.0
2022-05-08,271,3370,808,3951,2326.0,1740.0,556.0,6191,84.0
2022-05-09,284,2806,808,3396,2256.0,1785.0,548.0,5577,89.0
2022-05-10,270,2807,799,3393,2841.0,1830.0,591.0,5565,137.0
2022-05-11,290,3308,897,3994,2989.0,1884.0,654.0,6186,74.0
2022-05-12,297,3275,860,3880,3087.0,1872.0,690.0,6189,107.0
2022-05-13,285,3285,849,3886,3374.0,1943.0,715.0,6188,88.0
2022-05-14,276,3336,799,3936,3201.0,1935.0,669.0,6184,90.0
2022-05-15,279,3336,808,3937,2948.0,1951.0,670.0,6184,82.0
2022-05-16,278,2807,810,3395,2914.0,2147.0,682.0,5573,103.0
2022-05-17,272,2814,812,3401,3622.0,2295.0,702.0,5574,95.0
2022-05-18,285,3333,903,4005,3559.0,2278.0,735.0,6192,98.0
2022-05-19,295,3285,850,3902,3507.0,2316.0,745.0,6194,95.0
2022-05-20,297,3284,847,3899,3628.0,2301.0,723.0,6195,98.0
2022-05-21,270,3336,800,3954,3550.0,2277.0,717.0,6194,102.0
2022-05-22,267,3344,793,3947,3205.0,2328.0,737.0,6178,103.0
2022-05-23,263,2818,791,3408,3245.0,2364.0,749.0,5564,92.0
2022-05-24,278,2801,809,3388,3682.0,2407.0,772.0,5563,116.0
2022-05-25,275,3318,869,4030,3863.0,2425.0,753.0,6189,121.0
2022-05-26,282,3284,828,3905,3955.0,2490.0,742.0,6192,102.0
2022-05-27,287,3287,835,3887,3951.0,2559.0,751.0,6192,108.0
2022-05-28,274,3332,795,3950,3944.0,2429.0,773.0,6193,132.0
2022-05-29,262,3345,785,3966,3427.0,2416.0,770.0,6191,163.0
2022-05-30,244,2867,756,3448,3408.0,2513.0,753.0,5564,229.0
2022-05-31,258,2812,784,3428,3747.0,2548.0,726.0,5563,116.0
2022-06-01,263,3344,859,4052,4409.0,2650.0,813.0,6190,104.0
2022-06-02,283,3285,831,3909,4296.0,2687.0,837.0,6194,124.0
2022-06-03,277,3299,815,3922,4197.0,2719.0,860.0,6191,135.0
2022-06-04,272,3342,778,3989,3956.0,2667.0,821.0,6184,222.0
2022-06-05,275,3336,784,3972,3474.0,2600.0,898.0,6170,109.0
2022-06-06,266,2813,791,3420,3570.0,2736.0,782.0,5578,342.0
2022-06-07,266,2807,801,3403,4312.0,2809.0,862.0,5573,159.0
2022-06-08,276,3310,874,4041,4256.0,2844.0,826.0,6195,151.0
2022-06-09,275,3304,836,3918,4398.0,2885.0,849.0,6197,118.0
2022-06-10,277,3282,827,3916,4335.0,2783.0,859.0,6197,125.0
2022-06-11,277,3329,790,3964,4249.0,2836.0,809.0,6195,125.0
2022-06-12,268,3356,787,3975,3639.0,2856.0,841.0,6178,112.0
2022-06-13,268,2805,794,3420,3873.0,2889.0,824.0,5561,115.0
2022-06-14,256,2841,787,3431,4463.0,2999.0,843.0,5570,120.0
2022-06-15,277,3325,871,4046,4445.0,2994.0,904.0,6192,146.0
2022-06-16,281,3285,826,3930,4472.0,3043.0,922.0,6191,122.0
2022-06-17,289,3280,843,3914,4368.0,2996.0,918.0,6195,115.0
2022-06-18,281,3320,794,3964,4182.0,2925.0,902.0,6195,140.0
